,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,correct,alternative,type,level_y,selected_passages,new,options
10,10,10,10,Where did the form of music played by Die Rhöner Säuwäntzt originate?,United States, United Kingdom ,bridge,medium,"Skiffle is a music genre with jazz, blues, folk and American folk influences, usually using a combination of manufactured and homemade or improvised instruments.
 Originating as a term in the United States in the first half of the 20th century, it became popular again in the UK in the 1950s, where it was associated with artists such as Lonnie Donegan, The Vipers Skiffle Group, Ken Colyer and Chas McDevitt.
 Skiffle played a major part in beginning the careers of later eminent jazz, pop, blues, folk and rock musicians and has been seen as a critical stepping stone to the second British folk revival, blues boom and British Invasion of the US popular music scene. Die Rhöner Säuwäntzt are a Skiffle-Bluesband from Eichenzell-Lütter in Hessen, Germany.
 The line-up consists of Martin Caba, Christoph Günther and Christoph Leipold playing Skiffle-Blues with lyrics based on Rhön Mountains dialect and other Hessian dialects varieties.
 The expression ""Säuwäntzt"" means pork belly and refers also to untidy or unruly children and youth.","Skiffle is a music genre with jazz, blues, folk and American folk influences, usually using a combination of manufactured and homemade or improvised instruments.
Originating as a term in the United States in the first half of the 20th century, it became popular again in the UK in the 1950s, where it was associated with artists such as Lonnie Donegan, The Vipers Skiffle Group, Ken Colyer and Chas McDevitt.
Skiffle played a major part in beginning the careers of later eminent jazz, pop, blues, folk and rock musicians and has been seen as a critical stepping stone to the second British folk revival, blues boom and British Invasion of the US popular music scene. Die Rhöner Säuwäntzt are a Skiffle-Bluesband from Eichenzell-Lütter in Hessen, Germany.
The line-up consists of Martin Caba, Christoph Günther and Christoph Leipold playing Skiffle-Blues with lyrics based on Rhön Mountains dialect and other Hessian dialects varieties.","['United States', ' United Kingdom ']"
11,11,11,11,In which American football game was Malcolm Smith named Most Valuable player?,Super Bowl XLVIII, Super Bowl XLVII ,bridge,easy,"Malcolm Xavier Smith (born July 5, 1989) is an American football linebacker for the San Francisco 49ers of the National Football League (NFL).
 Smith played college football at USC.
 He was drafted by the Seattle Seahawks in the seventh round of the 2011 NFL Draft.
 Smith was named the Most Valuable Player of Super Bowl XLVIII after they defeated the Denver Broncos. Super Bowl XLVIII was an American football game between the American Football Conference (AFC) champion Denver Broncos and National Football Conference (NFC) champion Seattle Seahawks to decide the National Football League (NFL) champion for the 2013 season.
 The Seahawks defeated the Broncos 43–8, the largest margin of victory for an underdog and tied for the third largest point differential overall (35) in Super Bowl history with Super Bowl XXVII (1993).
 It was the first time the winning team scored over 40 points, while holding their opponent to under 10.
 This became the first Super Bowl victory for the Seahawks and the fifth Super Bowl loss for the Broncos, the most of any team.
 The game was played on February 2, 2014, at MetLife Stadium at the Meadowlands Sports Complex in East Rutherford, New Jersey, the first Super Bowl played outdoors in a cold-weather city and the first Super Bowl to be played on a February 2.","Malcolm Xavier Smith (born July 5, 1989) is an American football linebacker for the San Francisco 49ers of the National Football League (NFL).
Smith was named the Most Valuable Player of Super Bowl XLVIII after they defeated the Denver Broncos. Super Bowl XLVIII was an American football game between the American Football Conference (AFC) champion Denver Broncos and National Football Conference (NFC) champion Seattle Seahawks to decide the National Football League (NFL) champion for the 2013 season.","['Super Bowl XLVIII', ' Super Bowl XLVII ']"
12,12,12,12,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",US 60, US 50 ,bridge,hard,"Zilpo Road is a National Forest Scenic Byway in the forested hills of eastern Kentucky, United States.
 The nine mile byway starts south of Morehead, Kentucky and can be accessed by U.S. Highway 60.
 The byway travels through the Daniel Boone National Forest and ends on the western shore of Cave Run Lake at the Zilpo Recreation Area.
 It follows FSR 918, which is a two lane paved road suitable for all motor vehicles and is usually open throughout the year. Morehead is a home rule-class city located along US 60 (the historic Midland Trail) and Interstate 64 in Rowan County, Kentucky, in the United States.
 It is the seat of its county.
 The population was 6,845 at the time of the 2010 U.S. census.","Zilpo Road is a National Forest Scenic Byway in the forested hills of eastern Kentucky, United States.
The nine mile byway starts south of Morehead, Kentucky and can be accessed by U.S. Highway 60.
It follows FSR 918, which is a two lane paved road suitable for all motor vehicles and is usually open throughout the year. Morehead is a home rule-class city located along US 60 (the historic Midland Trail) and Interstate 64 in Rowan County, Kentucky, in the United States.
It is the seat of its county.","['US 60', ' US 50 ']"
13,13,13,13,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",2006,1990,bridge,medium,"Annette Carol Bening (born May 29, 1958) is an American actress.
 She began her career on stage with the Colorado Shakespeare Festival company in 1980, and played Lady Macbeth in 1984 at the American Conservatory Theatre.
 She was nominated for the 1987 Tony Award for Best Featured Actress in a Play for her Broadway debut in ""Coastal Disturbances"".
 She is a four-time Academy Award nominee; for ""The Grifters"" (1990), ""American Beauty"" (1999), ""Being Julia"" (2004) and ""The Kids Are All Right"" (2010).
 In 2006, she received a star on the Hollywood Walk of Fame. The Great Outdoors is a 1988 American comedy film directed by Howard Deutch, and written and produced by John Hughes.
 It stars Dan Aykroyd, John Candy, Stephanie Faracy and Annette Bening in her film debut.","Annette Carol Bening (born May 29, 1958) is an American actress.
In 2006, she received a star on the Hollywood Walk of Fame. The Great Outdoors is a 1988 American comedy film directed by Howard Deutch, and written and produced by John Hughes.","['2006', '1990']"
14,14,14,14,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo."," The music for ""Hurt Locker The Musical",bridge,easy,"Hurt Locker The Musical is a fictional musical in the 2014 Broadway premiere production of ""Hedwig and the Angry Inch"".
 In the Broadway performance of ""Hedwig and the Angry Inch"" the musical opens with Hedwig explaining that the musical only ran for a single night before closing during intermission, and that she has convinced a producer to let her perform in what would otherwise be an empty stage.
 Fake Playbills for the musical are used as props and are found scattered on the floor of the Belasco Theatre and contains advertisements for other fake musicals based on feature films such as ""Gravity on Ice"", ""Container Store: The Musical"", ""The Entire Bible"", and ""SoulCycle on Broadway"".
 The Playbills, which describe the musical as having ""explosions, negligible storytelling, camouflage and tits"", also state that the musical's cast included actors such as Taye Diggs (who would go on to play the role of Hedwig in the summer of 2015) and that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. Metallica is an American heavy metal band based in San Rafael, California.
 The band was formed in 1981 in Los Angeles when vocalist/guitarist James Hetfield responded to an advertisement posted by drummer Lars Ulrich in a local newspaper.
 Metallica's current lineup comprises founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.
 Guitarist Dave Mustaine (who went on to form Megadeth) and bassists Ron McGovney, Cliff Burton, and Jason Newsted are also former members of the band.","Hurt Locker The Musical is a fictional musical in the 2014 Broadway premiere production of ""Hedwig and the Angry Inch"".
The Playbills, which describe the musical as having ""explosions, negligible storytelling, camouflage and tits"", also state that the musical's cast included actors such as Taye Diggs (who would go on to play the role of Hedwig in the summer of 2015) and that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. Metallica is an American heavy metal band based in San Rafael, California.
The band was formed in 1981 in Los Angeles when vocalist/guitarist James Hetfield responded to an advertisement posted by drummer Lars Ulrich in a local newspaper.
Metallica's current lineup comprises founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.","['Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.', ' The music for ""Hurt Locker The Musical']"
15,15,15,15,"Human Error"" is the season finale of the third season of a tv show that aired on what network?",Fox, NBC ,bridge,medium,"""Human Error"" is the twenty-fourth episode and season finale of the third season of ""House"" and the seventieth episode overall. House (also called House, M.D.) is an American television medical drama that originally ran on the Fox network for eight seasons, from November 16, 2004 to May 21, 2012.
 The series' main character is Dr. Gregory House (Hugh Laurie), an unconventional, misanthropic medical genius who, despite his dependence on pain medication, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital (PPTH) in New Jersey.
 The series' premise originated with Paul Attanasio, while David Shore, who is credited as creator, was primarily responsible for the conception of the title character.
 The series' executive producers included Shore, Attanasio, Attanasio's business partner Katie Jacobs, and film director Bryan Singer.
 It was filmed largely in Century City.","""Human Error"" is the twenty-fourth episode and season finale of the third season of ""House"" and the seventieth episode overall. House (also called House, M.D.) is an American television medical drama that originally ran on the Fox network for eight seasons, from November 16, 2004 to May 21, 2012.
The series' main character is Dr. Gregory House (Hugh Laurie), an unconventional, misanthropic medical genius who, despite his dependence on pain medication, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital (PPTH) in New Jersey.","['Fox', ' NBC ']"
16,16,16,16,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",2017,2015,bridge,easy,"Dua Lipa ( ; ] ; born 22 August 1995) is an English singer, songwriter and model.
 Her musical career began at age 16, when she began covering songs by other artists on YouTube.
 In 2015, she was signed with Warner Music Group, and released her first single soon after.
 In December 2016, a documentary about Lipa was commissioned by ""The Fader"" magazine, titled ""See in Blue"".
 In January 2017, she won the EBBA Public Choice Award.
 Her self-titled debut studio album was released on 2 June 2017.
 The album spawned seven singles, including the top-10 single ""Be the One"" and the number-one single ""New Rules"". ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album (2017).
 The track was written by Caroline Ailin, Emily Warren and Ian Kirkpatrick, while production was handled by the latter.
 It was released to contemporary hit radio in the United Kingdom on 21 July 2017 as the album's sixth single.
 It impacted the same format in the United States on 22 August 2017.","Dua Lipa ( ; ] ; born 22 August 1995) is an English singer, songwriter and model.
Her self-titled debut studio album was released on 2 June 2017.
The album spawned seven singles, including the top-10 single ""Be the One"" and the number-one single ""New Rules"". ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album (2017).
It was released to contemporary hit radio in the United Kingdom on 21 July 2017 as the album's sixth single.","['2017', '2015']"
17,17,17,17,"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where?",Nevada, New York ,bridge,easy,"Catherine Marie Cortez Masto (born March 29, 1964) is an American attorney and politician who is the junior United States Senator from Nevada.
 She is a member of the Democratic Party.
 She previously served as the 32nd Attorney General of Nevada from 2007 to 2015. Joseph John “Joe” Heck (born October 30, 1961) is an American politician, physician, and U.S. Army Brigadier General who had served as the U.S. Representative for Nevada's 3rd congressional district from 2011 to 2017.
 Heck, a member of the Republican Party, is a board-certified physician and served as a Nevada State Senator from 2004-08.
 He ran unsuccessfully against Democrat Catherine Cortez Masto in the general election for the open Nevada United States Senate seat in 2016.
 In the same year, Heck made headlines by joining a long list of Republicans who opposed the GOP nominee for President, Donald Trump.","Catherine Marie Cortez Masto (born March 29, 1964) is an American attorney and politician who is the junior United States Senator from Nevada.
She previously served as the 32nd Attorney General of Nevada from 2007 to 2015. Joseph John “Joe” Heck (born October 30, 1961) is an American politician, physician, and U.S. Army Brigadier General who had served as the U.S. Representative for Nevada's 3rd congressional district from 2011 to 2017.
He ran unsuccessfully against Democrat Catherine Cortez Masto in the general election for the open Nevada United States Senate seat in 2016.","['Nevada', ' New York ']"
18,18,18,18,"Which state does the drug stores, of which the CEO is Warren Bryant, are located?",Hawaii, California ,bridge,medium,"Longs Drugs is an American chain with approximately 40 drug stores throughout the state of Hawaii. Warren Bryant was the CEO of Longs Drugs Store Corporation out of California prior to the retail chain's acquisition by CVS/Caremark.
 Hired in 2002 to Longs, he was Senior Vice President of The Kroger Company.
, a retail grocery chain, from 1999 to 2002.
 Prior to that, from 1996 to 1999, he was President and Chief Executive Officer of Dillon Companies, Inc., a retail grocery chain and subsidiary of The Kroger Co.
 He is also a director of OfficeMax Incorporated.","Longs Drugs is an American chain with approximately 40 drug stores throughout the state of Hawaii. Warren Bryant was the CEO of Longs Drugs Store Corporation out of California prior to the retail chain's acquisition by CVS/Caremark.
Hired in 2002 to Longs, he was Senior Vice President of The Kroger Company.
, a retail grocery chain, from 1999 to 2002.","['Hawaii', ' California ']"
19,19,19,19,Which  American politician did Donahue replaced ,Kelli Ward, John Smith ,bridge,easy,"Sue Donahue is an American politician.
 Donahue was appointed in 2016 to serve in the Arizona State Senate representing the fifth legislative district as a member of the Republican Party.
 Donahue replaced Kelli Ward who resigned to run for the United States Senate.
 Donahue did not run for re-election in 2016 and was replaced by Sonny Borrelli. Kelli Ward (""née"" Kaznoski; born January 25, 1969) is an American politician and osteopathic physician.
 A member of the Republican Party, Ward was elected in 2012 to serve in the Arizona State Senate representing the fifth legislative district.
 She was unopposed for election in 2014.
 While serving in office, she continued to practice medicine in the emergency departments in Lake Havasu City and Kingman, Arizona.","Donahue was appointed in 2016 to serve in the Arizona State Senate representing the fifth legislative district as a member of the Republican Party.
Donahue replaced Kelli Ward who resigned to run for the United States Senate.
Donahue did not run for re-election in 2016 and was replaced by Sonny Borrelli. Kelli Ward (""née"" Kaznoski; born January 25, 1969) is an American politician and osteopathic physician.
A member of the Republican Party, Ward was elected in 2012 to serve in the Arizona State Senate representing the fifth legislative district.","['Kelli Ward', ' John Smith ']"
20,20,20,20,How old is the female main protagonist of Catching Fire?,16-year-old, 14-year-old ,bridge,medium,"Catching Fire is a 2009 science fiction young adult novel by the American novelist Suzanne Collins, the second book in ""The Hunger Games trilogy"".
 As the sequel to the 2008 bestseller ""The Hunger Games"", it continues the story of Katniss Everdeen and the post-apocalyptic nation of Panem.
 Following the events of the previous novel, a rebellion against the oppressive Capitol has begun, and Katniss and fellow tribute Peeta Mellark are forced to return to the arena in a special edition of the Hunger Games. The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins.
 It is written in the voice of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America.
 The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation.
 The Hunger Games is an annual event in which one boy and one girl aged 12–18 from each of the twelve districts surrounding the Capitol are selected by lottery to compete in a televised battle to the death.","Catching Fire is a 2009 science fiction young adult novel by the American novelist Suzanne Collins, the second book in ""The Hunger Games trilogy"".
As the sequel to the 2008 bestseller ""The Hunger Games"", it continues the story of Katniss Everdeen and the post-apocalyptic nation of Panem.
Following the events of the previous novel, a rebellion against the oppressive Capitol has begun, and Katniss and fellow tribute Peeta Mellark are forced to return to the arena in a special edition of the Hunger Games. The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins.
It is written in the voice of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America.
The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation.","['16-year-old', ' 14-year-old ']"
21,21,21,21,Chang Ucchin was born in korea during a time that ended with the conclusion of what? ,World War II, The Korean War ,bridge,medium,"Korea under Japanese rule began with the end of the short-lived Korean Empire in 1910 and ended at the conclusion of World War II in 1945.
 Japanese rule of Korea was the outcome of a process that began with the Japan–Korea Treaty of 1876, whereby a complex coalition of the Meiji government, military, and business officials sought to integrate Korea both politically and economically into the Empire of Japan.
 A major stepping-stone towards the Japanese occupation of Korea was the Japan–Korea Treaty of 1905, in which the then-Korean Empire was declared a protectorate of Japan.
 The annexation of Korea by Japan was set up in the Japan–Korea Treaty of 1910, which was never actually signed by the Korean Regent, Gojong. Chang Ucchin (26 November 1917 – 27 December 1990) is one of the representatives of modern Korean fine art.
 Chang was born when Korea was still under Japanese colonial rule.
 He studied western art at Tokyo's Imperial School of Art.
 He became a professor of fine arts at Seoul National University in 1954, but resigned to paint full-time from 1960.","Korea under Japanese rule began with the end of the short-lived Korean Empire in 1910 and ended at the conclusion of World War II in 1945.
The annexation of Korea by Japan was set up in the Japan–Korea Treaty of 1910, which was never actually signed by the Korean Regent, Gojong. Chang Ucchin (26 November 1917 – 27 December 1990) is one of the representatives of modern Korean fine art.
Chang was born when Korea was still under Japanese colonial rule.","['World War II', ' The Korean War ']"
